image_name,ohem_mIoU,cga_mIoU,ohem_Pd,cga_Pd,ohem_Precision,cga_Precision,ohem_FA_ppm,cga_FA_ppm,ohem_FP_components,cga_FP_components,new_fp_pixels,new_fp_components,removed_fp_pixels,removed_fp_components,lost_target_pixels,boundary_excess_pixels,center_peak_prob,center_peak_hit_rate,scale_acc_on_target,local_peak_false_alarm_count,boundary_prob_mean
000644,0.6590909090909091,0.6818181818181818,1.0,1.0,0.7435897435897436,0.75,152.587890625,152.587890625,0,0,0,0,0,0,0,0,0.8411551713943481,1.0,1.0,0,0.7213034629821777
001190,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6051610112190247,1.0,0.944444477558136,0,0.6651027798652649
001026,0.94,0.94,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.31981363892555237,0.0,1.0,0,0.725016176700592
001089,0.8333333333333334,0.8292682926829268,1.0,1.0,0.9459459459459459,0.9714285714285714,30.517578125,15.2587890625,0,0,0,0,1,1,1,0,0.29557251930236816,0.0,1.0,0,0.6402742862701416
000720,0.23076923076923078,0.21794871794871795,1.0,1.0,0.2647058823529412,0.2537313432835821,762.939453125,762.939453125,1,1,1,1,1,1,1,0,0.699842095375061,1.0,0.0,1,0.47644102573394775
000195,0.7741935483870968,0.7741935483870968,1.0,1.0,0.8888888888888888,0.8888888888888888,45.7763671875,45.7763671875,0,0,0,0,0,0,0,0,0.8402450084686279,1.0,0.0,0,0.6442691683769226
000519,0.7272727272727273,0.7045454545454546,1.0,1.0,0.8888888888888888,0.8857142857142857,122.0703125,122.0703125,0,0,1,1,1,1,2,1,0.2405375838279724,0.0,0.2750000059604645,0,0.475801557302475
001111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.778125524520874,1.0,1.0,0,0.7297863364219666
000922,0.9032258064516129,0.9333333333333333,1.0,1.0,0.9032258064516129,0.9333333333333333,45.7763671875,30.517578125,0,0,0,0,1,1,0,0,0.6077145338058472,1.0,1.0,0,0.7862380743026733
000965,0.8941176470588236,0.8941176470588236,1.0,1.0,0.95,0.95,61.03515625,61.03515625,0,0,1,1,1,1,0,1,0.3952089846134186,0.0,1.0,0,0.7812842726707458
000080,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6826069951057434,1.0,1.0,0,0.7730744481086731
000751,0.5555555555555556,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.8816583752632141,1.0,1.0,0,0.46134933829307556
000281,0.9841269841269841,0.96875,1.0,1.0,0.9841269841269841,0.96875,15.2587890625,30.517578125,0,0,1,1,0,0,0,1,0.5932487845420837,1.0,1.0,0,0.7664347887039185
000849,0.7916666666666666,0.8333333333333334,1.0,1.0,0.8636363636363636,0.8695652173913043,45.7763671875,45.7763671875,0,0,0,0,0,0,0,0,0.8398308157920837,1.0,1.0,0,0.7811591625213623
000495,0.8421052631578947,0.8421052631578947,1.0,1.0,0.9795918367346939,0.9795918367346939,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.14773379266262054,0.0,1.0,1,0.7826818823814392
001257,0.9054054054054054,0.9041095890410958,1.0,1.0,0.9436619718309859,0.9565217391304348,61.03515625,45.7763671875,0,0,1,1,2,2,1,1,0.832020103931427,1.0,1.0,0,0.7954050302505493
000966,0.9137931034482759,0.9137931034482759,1.0,1.0,0.9814814814814815,0.9814814814814815,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.384444922208786,0.0,1.0,0,0.7459375262260437
001267,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7053847908973694,1.0,1.0,0,0.7956897020339966
000091,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.706296980381012,1.0,1.0,0,0.7096117734909058
000935,0.8412698412698413,0.8688524590163934,1.0,1.0,0.8688524590163934,0.8983050847457628,122.0703125,91.552734375,0,0,0,0,2,2,0,0,0.2577858567237854,0.0,0.9999999403953552,0,0.6411584615707397
000314,0.9516129032258065,0.9365079365079365,1.0,1.0,0.9672131147540983,0.9516129032258065,30.517578125,45.7763671875,0,0,1,1,0,0,0,1,0.5809876918792725,1.0,1.0,0,0.8063333630561829
000128,0.6086956521739131,0.6086956521739131,1.0,1.0,0.7368421052631579,0.7368421052631579,152.587890625,152.587890625,0,0,0,0,0,0,0,0,0.5929089188575745,0.5,1.0,0,0.6128712892532349
001169,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7859243750572205,1.0,1.0,0,0.7130762934684753
000701,0.5076923076923077,0.5454545454545454,1.0,1.0,0.66,0.6666666666666666,259.3994140625,274.658203125,0,0,1,1,0,0,0,1,0.35223886370658875,0.0,0.5416666865348816,0,0.5068609714508057
000903,0.9142857142857143,0.927536231884058,1.0,1.0,0.9142857142857143,0.927536231884058,91.552734375,76.2939453125,0,0,0,0,1,1,0,0,0.3486858606338501,0.0,1.0,0,0.7779234051704407
000144,0.7391304347826086,0.717391304347826,1.0,1.0,0.85,0.8461538461538461,91.552734375,91.552734375,0,0,0,0,0,0,1,0,0.7551793456077576,1.0,1.0,0,0.7784604430198669
